Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Average
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000,101000
Estonia,,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390,42390
Ethiopia,,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1101000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1057714.286
Euro area,,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645872,2645842,2645722,2645662,2645632,2645622,2645632,2645562,2645552,2645552,2645522,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645532,2645522,2645512,2645502,2645492,2645452,2645422,2645382,2677783,2677253,2677733,2678193,2677813,2677673,2677043,2677101,2676556,2676460,2677824,2677610,2677893,2678201,2678181,2678181,2678181,2655364.054
Europe & Central Asia,,27358487,27358467,27358477,27358477,27358467,27358457,27358447,27358437,27358437,27358427,27358417,27358417,27358417,27358387,27358267,27358187,27358167,27358167,27358137,27358057,27358037,27358027,27357987,27357998,27357998,27357998,27358008,27357998,27357008,27357008,27357118,27357358,27353648,27348828,27345838,27345507,27414846,27417320,27424102,27449142,27447710,27447013,27447536,27447585,27447511,27443227,27442936,27441499,27442318,27443736,27443604,27440527,27440882,27439638,27439638,27439638,27386678.07
Europe & Central Asia (excluding high income),,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22639204,22638214,22638214,22638324,22638524,22634834,22630024,22627044,22626654,22627344,22629919,22636742,22629562,22628661,22627485,22627599,22627899,22627977,22624344,22623996,22623124,22623139,22623203,22623335,22623195,22623226,22622066,22622066,22622066,22633687.36
Europe & Central Asia (IDA & IBRD countries),,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23001404,23000414,23000414,23000524,23000724,22997034,22992224,22989244,22988924,22989614,22992119,22998942,22991762,22990861,22989685,22989749,22990189,22990267,22986624,22986276,22985384,22985379,22985443,22985525,22985375,22985396,22984216,22984216,22984216,22995893.79
European Union,,4210992,4210972,4210982,4210982,4210972,4210962,4210952,4210942,4210942,4210932,4210922,4210922,4210922,4210892,4210772,4210692,4210672,4210672,4210642,4210562,4210542,4210532,4210492,4210502,4210502,4210502,4210512,4210502,4209512,4209512,4209622,4209662,4209642,4209682,4209652,4209742,4209652,4209612,4209582,4241913,4241383,4240193,4240653,4240443,4240153,4239493,4239441,4238886,4239800,4241144,4241000,4237913,4238247,4238213,4238213,4238213,4219331.411
Faroe Islands,,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
Fiji,,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270,18270
Finland,,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304590,304110,304090,303900,303900,303900,303890,303890,303890,303890,303890,303890,304460.5357
Fragile and conflict affected situations,,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14723248,14722848,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14722448,14723328,14723328,14824328,14824328,14824328,14824328,14824328,14824328,14824328,14824328,14824328,14824328,14824138,14823998,14823938,14824108,14824168,14823958,14820898,14820848,14821133,14820993,14820928,14820928,14820928,14820928,14765822.64
France,,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547566,547567,547567,547567,547867,547567,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547557,547569.5179
French Polynesia,,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660,3660
Gabon,,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670,257670
"Gambia, The",,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120,10120
Georgia,,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490,69490
Germany,,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349130,349120,349110,349100,349090,349050,349020,348980,348950,348900,348860,348810,348770,348760,348720,348670,348630,348610,348570,348560,348540,348880,348900,348900,348900,349010
Ghana,,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540,227540
Gibraltar,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Greece,,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900,128900
Greenland,,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,341700,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,410450,366253.5714
Grenada,,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
Guam,,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
Guatemala,,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160
Guinea,,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720
Guinea-Bissau,,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120
Guyana,,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196815
Haiti,,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560
Heavily indebted poor countries (HIPC),,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754481,19754081,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19753821,19754531,19754786,19754786,19754791,19754791,19754791,19754791,19754095.29
High income,,34986977.4,34986957.4,34986967.4,34986967.4,34986957.4,34986947.4,34986937.4,34986927.4,34986927.4,34986917.4,34986907.4,34986807.4,34986807.4,34986777.4,34986547.4,34986467.4,34986337.4,34986337.4,34986307.4,34986037.4,34986117.4,34985897.4,34985857.4,34984368.4,34984268.4,34984368.4,34984278.4,34984268.4,34984268.4,34984268.4,34984728.4,34984788.4,34984768.4,34984758.4,34984808.4,34984767.4,35053416.4,35053315.4,35053274.4,35088454.4,35088209.4,35088744.4,35089185.4,35088967.4,35088855.4,35088240,35088348.6,35073408.6,35074282.9,35075821.1,35075569.3,35072762.3,35073203.7,35073136.7,35073136.7,35073136.7,35018301.21
Honduras,,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890
"Hong Kong SAR, China",,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1010,1010,1000,1000,1000,1000,1000,990,990,990,990,990,990,990,990,990,990,990,990,990,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1022.678571
Hungary,,90040,90020,90030,90030,90020,90010,90000,89990,89990,89980,89970,89970,89970,89970,89970,89950,89960,89970,89920,89910,89900,89890,89880,89880,89880,89880,89880,89870,89870,89870,89870,89870,89860,89860,89860,89860,89800,89800,89800,89620,89620,89620,89620,89620,89610,89610,89610,89610,90530,90530,90530,90530,90530,90530,90530,90530,89961.25
IBRD only,,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67988039,67987969,67987929,67987909,67987779,67987779,67987779,67987779,67987689,67987689,67987689,67987689,67987689,67987689,67987689,67987689,67987689,67986699,67986699,67987269,67987469,67983699,67978899,67975919,67975589,67976289,67950324,67957157,67949987,67949080.2,67947903.2,67947976.7,67948406.5,67948473.8,67944830.4,67944481.8,67943589.8,67941075,67941179,67941261,67941101,67941102,67941107,67941107,67941107,67972506.65
Iceland,,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250
IDA & IBRD total,,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787600,95787530,95787090,95786810,95786680,95786680,95786680,95786680,95786590,95786590,95786590,95786590,95786590,95786590,95786590,95786590,95786590,95785600,95785600,95787050,95787250,95783560,95771827,95768837,95768507,95769197,95743222,95750045,95728775,95727898.2,95726181.2,95725574.7,95724191.5,95724208.8,95720735.4,95720446.8,95719344.8,95716820,95717544,95717911,95717621,95717577,95716398,95716398,95716398,95764167.47
IDA blend,,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839890,6839970,6839960,6839950,6839950,6839940,6839930,6839920,6825470,6825500,6824960,6824470,6824480,6824490,6824490,6824490,6824490,6824490,6824450,6824450,6824460,6824480,6824470,6824470,6824470,6835262.143
IDA only,,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959671,20959271,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959011,20959891,20959891,20959891,20952968,20952968,20952968,20952968,20952968,20952968,20953318,20953318,20953318,20953128,20951305,20951245,20951415,20951475,20951265,20951255,20951915,20952200,20952060,20951995,20950821,20950821,20950821,20956398.68
IDA total,,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799561,27799161,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27798901,27799781,27799781,27799861,27792928,27792918,27792918,27792908,27792898,27792888,27778788,27778818,27778278,27777598,27775785,27775735,27775905,27775965,27775755,27775745,27776365,27776650,27776520,27776475,27775291,27775291,27775291,27791660.82
India,,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190
Indonesia,,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570
"Iran, Islamic Rep.",,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760
Iraq,,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,434320,434320,434320,434320,434320,434320,434320,434320,436934.2857
Ireland,,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890
Isle of Man,,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570
Israel,,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640,21640
Italy,,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294110,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294140,294117.5
Jamaica,,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830,10830
Japan,,366700,366700,366700,366700,366700,366700,366700,366700,366700,366700,366700,366600,366600,366600,366500,366500,366400,366400,366400,366300,366400,366200,366200,364700,364600,364700,364600,364600,364600,364600,364600,364600,364600,364600,364600,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364500,364550,364555,364560,364560,364560,364560,364560,365376.875
Jordan,,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88240,88780,88780,88780,88780,88780,88780,88780,88780,88317.14286
Kazakhstan,,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700,2699700
Kenya,,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140,569140
Kiribati,,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,810
"Korea, Dem. People’s Rep.",,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410
"Korea, Rep.",,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96460,96740,96790,96800,96820,96850,96880,96920,97030,97100,97230,97230,97350,97466,97480,97480,97480,96643.67857
Kosovo,,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887,10887
Kuwait,,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820,17820
Kyrgyz Republic,,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800,191800
Lao PDR,,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800,230800
Late-demographic dividend,,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560095,44560055,44560055,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44560195,44559205,44559205,44559315,44559315,44555625,44550815,44547825,44547425,44548115,44550690,44557513,44535893,44535016.2,44535149.2,44534772.7,44535182.5,44535319.8,44531636.4,44531337.8,44530455.8,44530555,44530600,44530629,44530459,44530490,44530502,44530502,44530502,44550500.54
Latin America & Caribbean,,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071304.4,20071444.4,20071314.4,20071314.4,20071314.4,20071314.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20071224.4,20042744.4,20042744.4,20042744.4,20042744.4,20041734.4,20041744.4,20041754.4,20041784.4,20041774.4,20041784.4,20041784.4,20041784.4,20041784.4,20042207.4,20041793.4,20039564.4,20039364.4,20039364.4,20039364.4,20061170.86
Latin America & Caribbean (excluding high income),,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125120,19125260,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19125130,19096650,19096650,19096650,19096650,19095640,19095650,19095660,19095690,19095680,19095690,19095690,19095690,19095690,19096113,19095699,19093470,19093270,19093270,19093270,19115045.93
Latin America & the Caribbean (IDA & IBRD countries),,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942192,19942332,19942202,19942202,19942202,19942202,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19942112,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19932479.5
Latvia,,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62196,62180,62240,62200,62180,62190,62180,62180,62180,62195.32143
Least developed countries: UN classification,,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20175394,20174994,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20174594,20167671,20167671,20167671,20167671,20167671,20167671,20168021,20168021,20168021,20168021,20166218,20166158,20166268,20166318,20166108,20166098,20166768,20167053,20166913,20166848,20166848,20166848,20166848,20171710.82
Lebanon,,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230,10230
Lesotho,,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360,30360
Liberia,,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320,96320
