Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Average
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390687.3584,,,,,,,,,,390687.3584,,,,,,,,,,390687.3584,,,,,,,390687.3584
Europe & Central Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861358.8628,,,,,,,,,,861358.8628,,,,,,,,,,861358.8628,,,,,,,861358.8628
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306135.4069,,,,,,,,,,306135.4069,,,,,,,,,,306135.4069,,,,,,,306135.4069
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341939.5446,,,,,,,,,,341939.5446,,,,,,,,,,341939.5446,,,,,,,341939.5446
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547911.4707,,,,,,,,,,547911.4707,,,,,,,,,,547911.4707,,,,,,,547911.4707
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.4758301,,,,,,,,,,335.4758301,,,,,,,,,,335.4758301,,,,,,,335.4758301
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746.58667,,,,,,,,,,1746.58667,,,,,,,,,,1746.58667,,,,,,,1746.58667
Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20052.17383,,,,,,,,,,20052.17383,,,,,,,,,,20052.17383,,,,,,,20052.17383
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82932.29476,,,,,,,,,,82932.29476,,,,,,,,,,82932.29476,,,,,,,82932.29476
France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86463.0625,,,,,,,,,,86463.0625,,,,,,,,,,86463.0625,,,,,,,86463.0625
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1499786,,,,,,,,,,238.1499786,,,,,,,,,,238.1499786,,,,,,,238.1499786
Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.4829102,,,,,,,,,,836.4829102,,,,,,,,,,836.4829102,,,,,,,836.4829102
"Gambia, The",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.1829224,,,,,,,,,,446.1829224,,,,,,,,,,446.1829224,,,,,,,446.1829224
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3602.762939,,,,,,,,,,3602.762939,,,,,,,,,,3602.762939,,,,,,,3602.762939
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62374.19922,,,,,,,,,,62374.19922,,,,,,,,,,62374.19922,,,,,,,62374.19922
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6239.439453,,,,,,,,,,6239.439453,,,,,,,,,,6239.439453,,,,,,,6239.439453
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.473595619,,,,,,,,,,4.473595619,,,,,,,,,,4.473595619,,,,,,,4.473595619
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18519.16406,,,,,,,,,,18519.16406,,,,,,,,,,18519.16406,,,,,,,18519.16406
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34839249,,,,,,,,,,33.34839249,,,,,,,,,,33.34839249,,,,,,,33.34839249
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5156097,,,,,,,,,,169.5156097,,,,,,,,,,169.5156097,,,,,,,169.5156097
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.956604,,,,,,,,,,515.956604,,,,,,,,,,515.956604,,,,,,,515.956604
