Year,Togo,Namibia,Burundi,Uruguay,Nigeria,Sudan,Argentina,Ireland,Somalia,Netherlands,Bangladesh,Armenia,Moldova,Azerbaijan,Morocco,Ethiopia,United Kingdom,Lebanon,Uganda,Denmark,El Salvador,Turkey,Eritrea,Australia,Ukraine,Rwanda,Botswana,Burkina Faso,China,Madagascar,Chile,Belgium,Hungary,India,Philippines,Nepal,Guinea,Nicaragua,Cuba,Albania,Romania,France,Greece,Serbia,Poland,Italy,Jamaica,Switzerland,Thailand,Germany,Cote d'Ivoire,Swaziland,Norway,Sri Lanka,United States,Mexico,Croatia,Czech Republic,Bulgaria,Lithuania,Malawi,Guatemala,Portugal,Central African Republic,Spain,Vanuatu,Dominican Republic,Canada,New Zealand,"Macedonia, FYR",Sierra Leone,Slovak Republic,Ghana,Georgia,Zimbabwe,Benin,Belarus,Cameroon,Paraguay,Bosnia and Herzegovina,Senegal,Liberia,Vietnam,New Caledonia,Honduras,Austria,Angola,"Korea, Dem. People’s Rep.","Gambia, The",Myanmar,Mozambique,Russian Federation,Timor-Leste,Costa Rica,"Bahamas, The",Ecuador,Indonesia,Bolivia,Estonia,Colombia,"Venezuela, RB",Latvia,Tanzania,Fiji,Cambodia,Montenegro,Equatorial Guinea,Peru,Brazil,Belize,Slovenia,Panama,"Korea, Rep.","Congo, Rep.",Malaysia,Zambia,"Congo, Dem. Rep.",Japan,Sweden,Bhutan,Guinea-Bissau,Finland,Papua New Guinea,Lao PDR,Solomon Islands,Guyana,Gabon,Suriname
2000,8.935466078,9.75597906,7.710280374,7.825962747,14.42405876,12.19829966,11.64180086,9.21686747,11.97915006,10.66350711,11.27756011,11.69652266,9.854014599,10.55384057,11.18754201,13.705,12.21014343,12.8054741,19.36339523,13.79919868,16.02316602,13.23103309,15.6039604,16.77114927,16.41494779,13.94406161,22.11811621,22.83625731,18.85346743,22.39398838,21.29565372,22.03764861,21.39031466,21.99321268,23.5670926,27.20613882,28.097021,31.69353498,22.67225326,28.07664234,27.71320361,27.92169725,27.93638479,28.31008461,29.5765451,28.45533984,31.47737766,30.20949297,33.29679579,32.53761284,32.47798742,30.11627907,33.16404058,34.9545527,33.13017359,34.90624759,33.71489895,34.12708684,30.50709572,32.22718571,37.83411116,39.26838373,36.53551913,35.96263122,34.02192385,36.09515997,30.75967709,38.24727745,38.50594357,37.6720409,40.48212801,39.93762994,39.15355542,39.72657936,48.84063591,44.88293721,40.78584106,46.78555563,48.74905613,42.67578125,46.2161741,48.05855482,37.70012216,45.89715536,57.12753597,46.47614435,47.90887944,57.57827423,45.55335968,53.35251094,52.37671355,49.40184991,57.43106927,46.53349001,51.44855145,55.27830569,54.87450112,55.47032216,52.91342298,55.69936007,55.72359844,52.10946042,58.61368255,53.66392994,65.40901881,46.54275093,62.13903743,59.48984375,62.36722524,63.97632617,61.22144985,65.46946462,65.18764255,66.04978038,65.71602496,68.78489084,69.36282835,68.24691358,68.63332846,65.47738694,75.39118065,73.68922158,74.19511549,71.60307626,81.02893891,84.43992888,85.38052548,98.66025641
2001,8.567751425,9.665852859,7.57788162,7.999771455,13.97432941,12.12489478,11.51946329,9.390767891,11.85672841,10.69312796,11.25758623,11.68949772,10.09124088,10.56704276,11.37037867,13.564,12.26553135,12.91300098,18.92297683,13.66815932,15.8011583,13.35550849,15.56039604,16.73990862,16.43738673,14.27644913,21.90919838,22.61769006,19.19525654,22.33036421,21.35160289,22.08322325,21.53760321,22.14920674,23.59861824,26.83780956,27.95051278,31.11184976,23.16014898,28.17226277,27.73497018,28.13062146,28.17067494,28.31008461,29.66861471,28.72054673,31.44598338,30.32664525,32.94016325,32.55947263,32.52641509,30.38372093,33.15254145,34.71854569,33.15682739,34.82671879,33.77928814,34.15297011,31.00605622,32.54945756,37.48408995,38.76446435,36.43278689,35.93759029,34.17710423,36.09515997,31.4469054,38.24230688,38.53936425,37.80574125,40.21058465,39.98336798,39.28012657,39.7608289,47.99534703,44.43951756,40.94655886,46.32015401,48.29952177,42.67578125,45.98244429,47.74709302,38.56440258,45.89715536,56.05505407,46.50762897,47.80877517,56.52520555,45.75098814,52.87908927,52.09466161,49.39872189,56.67787492,46.98394046,51.44855145,54.9612659,54.70315803,55.21979138,52.95588582,55.41146462,55.39753982,52.28953631,58.16211334,53.84783799,64.4856107,46.54275093,61.7254902,59.393125,62.01930095,63.60149057,61.32075472,65.24078558,64.9307422,66,65.28930148,68.56078236,69.22546922,68.27928669,68.6601355,65.72688442,75.04978663,73.49092222,74.18893256,71.90090988,80.83601286,84.41960884,85.38052548,98.63461539
2002,8.200036771,9.575726658,7.445482866,8.173580162,13.52460006,12.05148569,11.39712573,9.564523153,11.73430676,10.72274882,11.23761235,11.68247278,10.32846715,10.57832434,11.55321533,13.423,12.32091927,13.02052786,18.48255843,13.53711996,15.57915058,13.47998389,15.51683168,16.70866798,16.46010978,14.60883664,21.70028056,22.39912281,19.53703608,22.26674004,21.40755206,22.12879789,21.68489177,22.30520081,23.63014388,26.46948029,27.80400456,30.53016453,23.87254441,28.26788321,27.7374168,28.33954566,28.40496509,28.31008461,29.76068432,28.98575363,31.4145891,30.44380345,32.5835307,32.58040475,32.57484277,30.65116279,33.14104231,34.48253867,33.18348119,34.74719,33.84367734,34.17885337,32.03492647,32.87172942,37.13406873,38.26054498,36.33005465,35.91254936,34.26378647,36.09515997,32.13413372,38.2373363,38.57278493,37.9394416,39.93904129,40.02910603,39.40669772,39.79507843,47.15005816,43.99609791,41.10930336,45.85475239,47.84998742,42.67578125,45.74871449,47.43563123,39.50088553,45.89715536,54.98257217,46.53911359,47.70867089,55.47213687,45.9486166,52.4056676,51.81260968,49.39137192,55.92468057,47.43439091,51.44855145,54.64422612,54.53181495,54.96926059,52.99834867,55.12357819,55.07148121,52.46961219,57.71054414,54.03229338,63.56220258,46.54275093,61.31194296,59.29640625,61.67137665,63.22621657,61.42005958,65.01210654,64.82901126,65.95021962,64.86257799,68.33667389,69.0881101,68.31165981,68.68694254,65.97638191,74.7083926,73.29262287,74.18274964,72.19878683,80.64308682,84.3992888,85.38052548,98.60897436
2003,7.832322118,9.485600457,7.313084112,8.34738887,13.07487071,11.97808081,11.27478816,9.738423574,11.6118851,10.75236967,11.21763847,11.67544784,10.56890782,10.58703964,11.73605198,13.282,12.3763072,13.12805474,18.04214003,13.4060806,15.35714286,13.60445929,15.47326733,16.67742733,16.48254911,14.94122416,21.49136273,22.18055556,19.87881463,22.20311587,21.46350124,22.17437252,21.83218032,22.46119488,23.66166952,26.10115103,27.65749634,29.94847931,24.36278196,28.36350365,27.74951076,28.53283735,28.63925524,28.31008461,29.857628,29.24797715,31.38319483,30.56096759,32.22689816,32.60227631,32.62327044,30.91860465,33.12954318,34.24653165,33.21013499,34.66766121,33.90806654,34.20473664,32.55125494,33.19400128,36.78404752,37.75662561,36.2273224,35.88750843,34.37437151,36.09515997,32.82136204,38.23236572,38.60620561,38.07314196,39.66749792,40.06651424,39.53326888,39.82932796,46.30476929,43.55267826,41.27002909,45.38935077,47.40045306,42.67578125,45.51498468,47.12416944,40.4328055,45.89715536,53.91009027,46.57059821,47.60856662,54.41906818,46.14624506,51.93224592,51.53055775,49.38540918,55.17148621,47.88484136,51.44855145,54.32722661,54.36047186,54.71872981,53.04081151,54.83568274,54.7454226,52.64968808,57.25897494,54.21620142,62.63879447,46.54275093,60.89839572,59.1996875,61.32345235,62.85138097,61.51936445,64.7834275,64.75413223,65.90043924,64.43585451,68.11256541,68.95075098,68.34403292,68.71374957,66.2258794,74.36699858,73.09432352,74.17656671,72.49662045,80.45016077,84.37896876,85.38052548,98.58333333
2004,7.464607465,9.395474256,7.180685358,8.521197577,12.62514136,11.90467172,11.15245059,9.912323995,11.48946345,10.78199052,11.19766459,11.6684229,10.80291971,10.59754209,11.91888864,13.141,12.43169512,13.23558162,17.60172164,13.27504124,15.13513514,13.72893468,15.42970297,16.64618669,16.50498844,15.27361167,21.2824449,21.9619883,20.22059258,22.13949169,21.51945041,22.21994716,21.97946887,22.61718895,23.69319516,25.73282177,27.51098812,29.36679408,24.85292736,28.45912409,27.76521739,28.75739407,28.87354538,28.31008461,29.94091339,29.513157,31.35180055,30.67813765,31.87026562,32.62321874,32.67169811,31.18604651,33.11804405,34.01052464,33.2367888,34.58813241,33.9421015,34.23505048,33.06178742,33.51627313,36.43402631,37.25270623,36.12459016,35.8624675,34.49869786,36.09515997,33.50859035,38.22739514,38.6396263,38.20684231,39.39595456,40.12058212,39.65984003,39.86357749,45.45948042,43.1092586,41.43484049,44.92394914,46.9509187,42.67578125,45.28125487,46.81270764,41.30357661,45.89715536,52.83760837,46.60208283,47.50846234,53.3659995,46.34387352,51.46827462,51.24850581,49.37881344,54.41829186,48.33529181,51.44855145,54.01018683,54.18912877,54.46819902,53.08327436,54.54779631,54.41936398,52.82976397,56.80740574,54.40065681,61.71538636,46.54275093,60.48484849,59.10296875,60.97552805,62.47610697,61.61866932,64.55474845,64.67258831,65.85065886,64.00913103,67.88845693,68.81339185,68.37640604,68.74055661,69.41049925,74.02560455,72.89602416,74.17038378,72.7944974,80.25723473,84.35864872,85.38052548,98.55769231
2005,7.096892811,9.305348055,7.048286604,8.695006285,12.17541201,11.83126684,11.03011302,10.08622442,11.3670418,10.81161137,11.17769071,11.66139796,11.0367893,10.61214614,12.1017253,13,12.48708304,13.3431085,17.16130324,13.14400189,14.91312741,13.85341008,15.38613861,16.61494605,16.52628672,15.60599919,21.07352708,21.74342105,20.56237163,22.07586752,21.57539958,22.2655218,22.12922665,22.77318301,23.7247208,25.3644925,27.3644799,28.78510886,25.33821872,28.55474453,27.78937299,28.96684729,29.10783553,28.31008461,30.03297098,29.77833685,31.32040628,30.79609292,31.51363307,32.64135795,32.72012579,31.45348837,33.10654492,33.77451762,33.2634426,34.50860362,34.00643317,34.2609371,33.60640648,33.83854499,36.08400509,36.74878686,36.03367224,35.83742656,34.62720151,36.09515997,34.19581867,38.22242456,38.67304698,38.34054267,39.12441119,40.16632017,39.78641118,39.89782703,44.61419155,42.66583895,41.59148055,44.45854752,46.50138434,42.67578125,45.04752506,46.50124585,42.17434773,45.89715536,51.76512646,46.63356745,47.40835807,52.31293082,46.54150198,50.999449,50.96645388,49.37248915,53.66509751,48.78574226,51.44855145,53.69318731,54.01778568,54.21766824,53.1257372,54.25990086,54.09330537,53.00983986,56.35583653,54.58456486,60.79197825,46.54275093,60.07130125,59.00625,60.62760375,62.10127137,61.71797418,64.32606941,64.58440888,65.80087848,63.58240755,67.66434846,68.67603273,68.40877915,68.76736365,69.67101293,73.68421053,72.69772481,74.16420086,73.09233102,80.06430868,84.33832868,85.38052548,98.53205128
2006,6.732855304,9.215221854,7.609034268,8.934407496,11.72568266,11.75785774,10.91391425,10.17564233,11.24462014,10.85900474,11.15771683,11.65437302,11.17664944,10.93239106,12.22316827,12.8592,12.51849709,13.35092864,16.48466043,13.28258308,14.7007722,13.99399712,15.34257426,16.499616,16.51753659,16.10052696,20.86460925,21.52412281,20.72356189,21.97785191,21.62623801,22.31175694,22.26983596,22.91316734,23.56776336,25.3644925,27.21797168,28.20342363,25.78220427,28.51021898,27.89720845,29.17248798,29.34212568,28.85204665,30.11817707,29.96124295,31.28162512,30.88797227,31.57196265,32.65944024,32.71886793,31.70930233,33.1120207,33.72667836,33.34995285,34.44841688,34.06719085,34.29126214,33.76783577,33.9948947,35.73398388,36.34565136,35.90904122,35.81238563,35.0216642,36.09515997,34.87890706,38.21639829,38.64874103,38.52143138,38.85286783,40.1954262,39.9112244,40.04144481,43.76890268,42.2224193,41.6737309,43.9931459,45.73370249,42.67578125,44.83976523,46.18978405,42.85225917,45.89715536,50.69264456,46.6553645,47.30825379,51.26152313,46.71936759,50.51708571,50.6849106,49.46098302,52.91190316,49.23227575,51.44855145,53.37614753,53.63966063,53.75150005,53.04081151,53.97760252,54.04614251,53.19313139,55.90426733,54.53694581,60.070247,49.53159851,59.65062389,58.89421875,60.42956926,61.88075406,61.75769613,64.10277105,64.49628406,65.76573939,64.33358697,67.44023998,68.53867361,68.42578875,68.69669055,69.93152662,73.32859175,72.86179343,74.15845957,73.91195841,79.86423723,84.31191262,85.38052548,98.50641026
2007,6.368817797,9.125095653,8.169781931,9.173808708,11.27595331,11.68445286,10.79771549,10.26491508,11.12219849,10.9063981,11.13774295,11.64734809,11.31650958,11.25077152,12.34461125,12.7184,12.54991113,13.35874878,15.80801762,13.42116427,14.48841699,14.13458415,15.2990099,16.38428596,16.50907082,16.59505472,20.65569142,21.30482456,20.88475261,21.8798363,21.67707644,22.35799207,22.41044526,23.05315167,23.41080592,25.3644925,27.07146345,27.62173841,26.22134536,28.46569343,28.01600766,29.37812867,29.57641583,29.39400869,30.20240272,30.14414905,31.24284395,30.97985626,31.63029224,32.67846388,32.71761006,31.96511628,33.11749648,33.6788391,33.4364631,34.38823015,34.12794854,34.3171521,33.93241875,34.15124442,35.38396266,35.94251586,35.78441019,35.7873447,35.3992707,36.09515997,35.56199545,38.21037201,38.62443508,39.00911613,38.58132447,40.22453223,40.03603762,40.1850626,42.9236138,41.77899965,41.77033021,43.52774428,44.96602064,42.67578125,44.6320054,45.87832226,43.53017061,45.89715536,49.62016266,46.67829204,47.20814952,50.21011544,46.8972332,50.03947852,50.40336733,49.53847356,52.15870881,49.67880924,51.44855145,53.05910775,53.26153557,53.28533186,52.95588582,53.69530419,53.99897965,53.37642292,55.45269813,54.48877942,59.34851575,52.5204461,59.22994652,58.7821875,60.23153477,61.66023674,61.79741807,63.87947269,64.4015683,65.73060029,65.0847664,67.21613151,68.40131448,68.44279835,68.62601745,70.19177795,72.97297297,72.91591305,74.15271828,74.73158579,79.66416577,84.28549657,85.38052548,98.48076923
2008,6.00478029,9.034969452,8.730529595,9.413209919,10.82622396,11.61104377,10.68151672,10.35447815,10.99977684,10.95379147,11.11776907,11.64032315,11.45636972,11.56837353,12.46605422,12.5776,12.58132518,13.36656892,15.13137481,13.55974546,14.27606178,14.27517119,15.25544555,16.26895591,16.50003452,17.08958249,20.4467736,21.08552632,21.045942,21.78182068,21.72791487,22.40422721,22.55105457,23.19313599,23.25384848,25.3644925,26.92495523,27.04005318,26.66290868,28.42116788,28.12266203,29.58376936,29.81070597,29.93597073,30.28860594,30.32705514,31.20406279,31.0709586,31.68862182,32.69655509,32.7163522,32.22093023,33.12297225,33.63099984,33.57611217,34.32804342,34.18870622,34.34304207,34.09078354,34.31033107,35.03394145,35.53938037,35.65977916,35.76230377,35.80825982,36.09515997,36.24508383,38.20434574,38.60012913,39.19143876,38.3097811,40.25363825,40.16085084,40.32868039,42.07832493,41.33557999,41.86692952,43.06234266,44.19833879,42.67578125,44.42424557,45.56686047,44.20808205,45.89715536,48.54768076,46.70008961,47.10804524,49.15870775,47.07509881,49.58166873,50.12182406,49.61859989,51.40551446,50.12534273,51.44855145,52.74210823,52.88341052,52.81916367,52.87096013,53.41301487,53.95181679,53.55971445,55.00112892,54.44116037,58.6267845,55.50929368,58.80926916,58.67015625,60.03350028,61.44015783,61.83714002,63.65617433,64.26053798,65.6954612,65.83594582,66.99202303,68.26395536,68.45980796,68.55534435,70.45229163,72.6173542,73.01085884,74.14697699,75.55121317,79.46409432,84.25908052,85.38052548,98.45512821
2009,5.640742784,8.944843251,9.291277259,9.65261113,10.37649461,11.53763889,10.56531796,10.44389607,10.87735518,11.01096946,11.09779519,11.63329821,11.59622986,11.8864225,12.5874972,12.4368,12.61273922,13.37438905,14.454732,13.69832666,14.06370656,14.41575822,15.21188119,16.15362587,16.49071325,17.58411026,20.23785577,20.86622807,21.20713094,21.68380507,21.7787533,22.45046235,22.46106263,23.33312032,23.09689104,25.3644925,26.77844701,26.45836796,27.104472,28.37664234,28.2109015,29.78941005,30.04499612,30.47793277,30.37482043,30.50996124,31.16528163,31.16206094,31.7469514,32.71277359,32.71509434,32.47674419,33.12844803,33.58316058,33.66275955,34.26785668,34.2494639,34.36893204,34.26492262,34.46669326,34.68392024,35.13624487,35.48859046,35.73726283,36.20539045,36.09515997,36.92817222,38.19831946,38.57582317,39.38937351,38.03823774,40.29112082,40.28566406,40.47229817,41.23303606,40.89216034,41.98008086,42.59694104,43.43065693,42.67578125,44.21648574,45.25539867,44.88599349,45.89715536,47.47519886,46.72188719,47.00794096,48.10730006,47.25296443,49.10852595,49.84028078,49.69609455,50.65232011,50.57187622,51.44855145,52.42506845,52.50528547,52.35299548,52.78603444,53.13071654,53.90465393,53.756835,54.54955972,54.39354133,57.90505325,58.49814126,58.3885918,58.558125,59.83546579,61.21964051,61.87686197,63.43287598,64.14624099,65.66032211,66.58712525,66.76791455,68.12659624,68.47681756,68.48467125,70.71280531,72.26173542,73.06021718,74.1412357,76.37084056,79.26402287,84.23266447,85.38052548,98.42948718
2010,5.276705277,8.85471705,9.852024922,9.892012341,9.926765265,11.4642298,10.44911919,10.53316882,10.75493353,11.05840498,11.07782131,11.62627327,11.75038052,12.19875145,12.70894018,12.296,12.64415327,13.38220919,13.72930381,13.83690785,13.85135135,14.55634526,15.16831683,16.03829582,16.48139198,18.07863802,20.02893794,20.64692983,21.36832033,21.58578946,21.82959173,22.49669749,22.60024301,23.47310465,22.9399336,25.3644925,26.63193879,25.87668273,27.54603533,28.33211679,28.31993045,29.99505074,30.27928627,31.01989481,30.45905707,30.69286734,31.12650046,31.25316328,31.80528098,32.73087185,32.71383648,32.73255814,33.13392381,33.53532132,33.74940694,34.20766995,34.31022159,34.39927499,34.42336035,34.62305545,34.33389902,34.73310937,35.36412272,35.7122219,36.49367013,36.09515997,37.61126061,38.19229319,38.55151722,39.57176844,37.76669438,40.31939448,40.41047728,40.61591596,40.38774719,40.44874069,42.06012814,42.13153942,42.66297508,42.67578125,44.00872591,44.94393688,45.56390493,45.89715536,46.40271695,46.74764748,46.90783669,47.05589237,47.43083004,48.63760218,49.55873751,49.77358922,49.89912576,51.01840971,51.44855145,52.10806893,52.12716042,51.88682729,52.70110875,52.84841821,53.85749107,53.88817481,54.09799052,54.34592228,57.183322,61.48698885,57.96791444,58.44609375,59.6374313,60.99912319,61.91658391,63.20957762,63.99259488,65.62518302,67.33830467,66.54380608,67.98923711,68.48443286,68.41399815,70.97331899,71.90611664,73.10957552,74.13549441,77.19046794,79.06395141,84.20624841,85.38052548,98.40384615
2011,4.91266777,8.764590849,10.03115265,10.02194035,9.477035915,8.378619529,10.34066701,10.6156191,10.63251188,11.07947806,11.05784743,11.63329821,11.89041096,12.51566697,12.69101501,12.3366,12.71442153,13.39002933,13.05505685,13.95522036,13.63899614,14.6893962,15.12475248,16.07838798,16.5190223,18.35427645,19.84860516,20.42836257,21.53259018,21.54882734,22.23414729,22.51122853,22.6510549,23.53310754,23.74484355,25.3644925,26.48543057,25.87668273,27.93857556,28.29708029,28.6058131,30.20142195,30.51357642,31.03590213,30.53325932,30.87577344,31.09141274,31.34932686,31.86400204,32.73754877,32.71257862,33,33.13939958,33.43007495,33.77947006,34.1605494,34.31736955,34.42516831,34.58179808,34.65551904,34.14297836,34.39343038,35.23965498,35.68718097,36.57143715,36.09515997,38.29848893,38.18716865,38.55227678,39.57176844,38.64782488,40.32606887,40.5352905,40.61591596,39.58019904,40.00532104,42.15612833,41.6661378,41.84394664,42.67578125,43.80096608,44.63247508,45.97994001,45.89715536,45.33023505,46.77511174,46.80773241,46.00116269,47.58893281,47.79898667,49.29626898,49.77108446,49.14593141,51.60987074,51.44855145,51.79102915,51.74936657,51.62004985,52.69167256,52.82433529,53.67110708,53.92926045,53.67803116,54.61193213,56.46159076,61.48698885,57.5543672,58.31515625,59.51970175,60.77904428,61.9265144,62.9889696,63.9144297,65.58008785,67.38152488,66.3196976,67.85187799,68.47910466,68.41399815,71.23383267,71.55049787,73.11198131,74.12931149,78.01009532,78.86387996,84.15544831,86.15671207,98.37948718
2012,4.548630263,8.674464648,10.21028037,10.15186836,9.027306565,8.305210438,10.23221483,10.69806939,10.51009022,11.09727165,11.03787355,11.64032315,12.02678028,12.83287764,12.67308985,12.3772,12.78468979,13.39784946,12.38080989,14.1401847,13.42664093,14.82244715,15.08118812,16.11848014,16.55665263,18.62991488,19.66827237,20.20979532,21.69686003,21.52132624,22.63870284,22.52575958,22.70186678,23.59311043,24.5497535,25.3644925,26.33892235,25.87668273,28.5507614,28.2620438,28.92531084,30.40779316,30.74786656,31.05190944,30.60348769,31.05867954,31.05632502,31.44549043,31.92272309,32.74516555,32.71132076,33.26744186,33.14487536,33.32482858,33.80953318,34.11342884,34.32451751,34.45552247,34.74023581,34.68743019,33.9520577,34.0537514,35.11518725,35.66214004,36.61556146,36.09515997,38.98571724,38.18204412,38.55303635,39.57176844,39.52895539,40.33022792,40.66010372,40.61591596,38.7726509,39.56190138,42.25420137,41.20073618,41.0249182,42.67578125,43.59320625,44.32101329,46.3959751,45.89715536,44.25775315,46.80088185,46.70762814,44.94643302,47.74703557,46.9726709,49.03380045,49.76857971,48.39273705,52.20133177,51.44855145,51.47398937,51.37157272,51.35327241,52.68223638,52.80026138,53.48472309,53.95303956,53.2580718,54.87794198,55.73985951,61.48698885,57.14081996,58.18421875,59.40197221,60.55896537,61.93644489,62.76836158,63.75757576,65.53499268,67.42474509,66.09558913,67.71451887,68.47377661,68.91785732,71.49434636,71.19487909,73.11198131,74.12312856,78.8297227,78.6638085,84.10464821,86.93289867,98.35512821
2013,4.184592756,8.584338447,10.3894081,10.28179637,8.577577215,8.231805556,10.12376265,10.78037451,10.38766857,11.1249629,11.01789967,11.64734809,12.1593674,13.14992923,12.65516469,12.4178,12.85495805,13.4056696,11.70656294,14.25028398,13.21428571,14.9554981,15.03762376,16.1585723,16.59428295,18.9055533,19.48793958,19.99122807,21.86112988,21.49364043,23.04325839,22.54029062,22.75267867,23.65311332,25.35466345,25.3644925,26.19241413,25.87668273,29.67568605,28.2270073,29.22488371,30.61416437,30.98215671,31.06791676,30.67372065,31.24158564,31.0212373,31.54165401,31.98144415,32.71898647,32.71006289,33.53488372,33.15035113,33.2195822,33.8395963,34.06630829,34.33166548,34.48141914,34.89867355,34.7187874,33.76113704,33.71407242,34.98689956,35.6370991,36.68379281,36.09515997,39.67294556,38.17691958,38.55379591,39.57176844,40.4100859,40.33438696,40.78491694,40.61591596,37.96510275,39.11848173,42.35227441,40.73533456,40.20588976,42.67578125,43.38544642,44.0095515,46.81201019,45.89715536,43.18527125,46.83573445,46.60752386,43.89170335,47.90513834,46.1410547,48.77133193,49.76607496,47.6395427,52.79279279,51.44855145,51.15698985,50.99377888,51.08649497,52.67280019,52.77617846,53.2983391,53.95079595,52.83811244,55.14395183,55.01812826,61.48698885,56.72727273,58.05328125,59.28424267,60.33932486,61.94637537,62.54775357,63.60371822,65.48989751,67.4679653,65.87148065,67.57715975,68.46938776,68.91785732,71.75486004,70.83926031,73.11198131,74.11694563,79.64935009,78.46373705,84.05384811,87.70908526,98.33076923
2014,3.820555249,8.494212246,10.56853583,10.41172437,8.127847865,8.158396465,10.01531047,10.86282479,10.26524692,11.14277234,10.99792579,11.65437302,12.30301187,13.4664844,12.63723953,12.4584,12.92522631,13.41348974,11.03231598,14.36704368,13.0019305,15.08854904,14.99405941,16.19866446,16.6327746,19.18119173,19.3076068,19.77266082,22.02539973,21.46613957,23.44781395,22.55482166,22.80349056,23.71311622,26.1595734,25.3644925,26.04590591,25.87668273,30.24802923,28.1919708,29.51929764,30.82053558,31.21644686,31.08392408,30.74496228,31.42449174,30.98614958,31.63781759,32.0401652,32.72284322,32.70880503,33.80232558,33.15582691,33.11433583,33.86965942,34.01918774,34.33881344,34.51625437,35.05711128,34.76456504,33.57021638,33.37439343,34.86054255,35.61205817,36.75204414,36.09515997,40.36017388,38.17179505,38.55455547,39.57176844,41.2912164,40.34022377,40.90973016,40.61591596,37.15755461,38.67506208,42.45034745,40.26993294,39.38686131,42.67578125,43.17768659,43.6980897,47.22804528,45.89715536,42.11278935,46.86208693,46.50741959,42.83697367,48.06324111,45.30440375,48.5088634,49.76357021,46.88634835,53.38425382,51.44855145,50.83995007,50.61598503,50.81971753,52.663364,52.75210455,53.11195511,53.96590544,52.41815308,55.40996169,54.29639701,61.48698885,56.31372549,57.92234375,59.16651312,60.11924595,61.95630586,62.32714555,63.51661879,65.44480234,67.51118551,65.64737217,67.43980062,68.4649989,68.92293339,72.01537372,70.48364154,73.11198131,74.11076271,80.46897747,78.2636656,84.00304801,88.48527186,98.30641026
2015,3.456517742,8.404086045,10.74766355,10.54165238,7.678118515,8.084991582,9.906858285,10.94527508,10.14282526,11.16058178,10.97795191,11.66139796,12.4429571,13.78367589,12.61931436,12.499,12.99549457,13.42130987,10.35806902,14.48582651,12.78957529,15.22159999,14.95049505,16.23875662,16.67040688,19.45683016,19.12727401,19.55409357,22.18966958,21.43863871,23.8523695,22.56935271,22.85430244,23.77311911,26.96448335,25.3644925,25.89939769,25.87668273,30.76331475,28.15693431,29.82006259,31.02690679,31.45073701,31.0999314,30.81420033,31.60739784,30.95106187,31.73398117,32.09888626,32.72857552,32.70754717,34.06976744,33.16130269,33.00908946,33.89972255,33.97206718,34.3459614,34.54215775,35.21554901,34.79648843,33.37929572,33.03471445,34.73609519,35.58701724,36.82027548,36.09515997,41.04740219,38.16667052,38.55531503,39.57176844,42.17234691,40.34438298,41.03454338,40.61591596,36.35000646,38.23164243,42.54842048,39.80453132,38.56783287,42.67578125,42.96992677,43.38662791,47.64408037,45.89715536,41.04030745,46.88389903,46.40731531,41.782244,48.22134387,44.4677528,48.24639487,49.76106545,46.133154,53.97571485,51.44855145,50.52295056,50.23819118,50.55294009,52.65392781,52.72802163,52.92557111,53.97233837,51.99819372,55.67597154,53.57466576,61.48698885,55.90017825,57.79140625,59.04878358,59.89916703,61.96623635,62.10653753,63.43865408,65.39970717,67.55440572,65.4232637,67.3024415,68.46061005,68.92293339,72.27562505,70.12802276,73.11198131,74.10457978,81.28860485,78.06359414,83.9522479,89.26145846,98.28205128
